id,locationName,address,websiteURL,contact,hasEBT,hasMarketMatch,rewards,coupons,position__lat,position__long,season_1_start,season_1_end,season_2_start,season_2_end,days,frequency,time_open,time_close,,searchLink,phoneNumber,email,storeType,freshFruit,freshVegetables,freshDairy,unprocessedMeat,flagged,flagReason,noInfo,permanentlyClosed,comments
86,Mini Market Juarez,"1518 W 7th St, Los Angeles, CA 90017",null,null,TRUE,FALSE,null,null,34.053209,-118.269972,,,,,,,,,,"Mini Market Juarez 1518 W 7th St, Los Angeles, CA 90017",,,DON'T INCLUDE,,,,,TRUE,Other (Not Recommended),FALSE,FALSE,
87,Chino's Carniceria,"1623 W 6th St, Los Angeles, CA 90017",null,null,TRUE,FALSE,null,null,34.057291,-118.269456,,,,,,,,,,"Chino's Carniceria 1623 W 6th St, Los Angeles, CA 90017",,,Grocery,LOW,LOW,LOW,LOW,FALSE,,FALSE,FALSE,
88,Rivera Produce,"1280 Produce Row, Los Angeles, CA 90021",null,null,TRUE,FALSE,null,null,34.033156,-118.244116,,,,,,,,,,"Rivera Produce 1280 Produce Row, Los Angeles, CA 90021",,,Grocery,HIGH,HIGH,HIGH,LOW,FALSE,,FALSE,FALSE,
89,Los 3 Amigos Market,"1614 1/2 W 6th St #1517, Los Angeles, CA 90017",null,null,TRUE,FALSE,null,null,34.057015,-118.269721,,,,,,,,,,"Los 3 Amigos Market 1614 1/2 W 6th St #1517, Los Angeles, CA 90017",,,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Gas Station,FALSE,FALSE,
90,Union Plaza Market,"1629 W 6th St, Los Angeles, CA 90017",null,null,TRUE,FALSE,null,null,34.057337,-118.26962,,,,,,,,,,"Union Plaza Market 1629 W 6th St, Los Angeles, CA 90017",,,Bakery,LOW,LOW,HIGH,LOW,FALSE,,FALSE,FALSE,
91,Lax C Inc,"1100 N Main St, Los Angeles, CA 90012",null,null,TRUE,FALSE,null,null,34.06315,-118.232744,,,,,,,,,,"Lax C Inc 1100 N Main St, Los Angeles, CA 90012",,,,,,,,TRUE,Other (Not Recommended),FALSE,FALSE,
92,Food 4 Less,"1700 W 6th St, Los Angeles, CA 90017",https://www.food4less.com/stores/grocery/ca/los-angeles/6th-burlington/704/00770?cid=loc_70400770_gmb,null,TRUE,FALSE,null,null,34.056966,-118.270386,,,,,,,,,,"Food 4 Less 1700 W 6th St, Los Angeles, CA 90017",(213) 353-0920,,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
93,El Rancho Market,"1468 W Temple St, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.067576,-118.258898,,,,,,,,,,"El Rancho Market 1468 W Temple St, Los Angeles, CA 90026",,,Convenience Store,NONE,NONE,NONE,NONE,TRUE,,FALSE,FALSE,
94,Js Trading Enterprise Inc,"1401 S Hill St, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.036104,-118.263804,,,,,,,,,,"Js Trading Enterprise Inc 1401 S Hill St, Los Angeles, CA 90015",,,DON'T INCLUDE,,,,,TRUE,Liquor Store,FALSE,FALSE,
95,Navarro's Produce,"1258 E Olympic Blvd, Los Angeles, CA 90021",null,null,TRUE,FALSE,null,null,34.032038,-118.244668,,,,,,,,,,"Navarro's Produce 1258 E Olympic Blvd, Los Angeles, CA 90021",,,Grocery,HIGH,HIGH,NONE,NONE,FALSE,,FALSE,FALSE,this one is wild
96,Chan's Market #747,"747 S Union Ave, Los Angeles, CA 90017",null,null,TRUE,FALSE,null,null,34.052902,-118.272269,,,,,,,,,,"Chan's Market #747 747 S Union Ave, Los Angeles, CA 90017",,,,,,,,FALSE,,TRUE,FALSE,
97,L.A. River Farmers' Market,"1245 N Spring St, Los Angeles, CA 90012",https://www.instagram.com/lariverfm/?hl=en,null,TRUE,FALSE,null,null,34.066089,-118.234542,,,,,,,,,,"L.A. River Farmers' Market 1245 N Spring St, Los Angeles, CA 90012",,,Farmer's Market,HIGH,HIGH,NONE,NONE,FALSE,,FALSE,FALSE,Thursday 3–7:30 PM
98,Rite Aid,"1744 W 6th St, Los Angeles, CA 90017",https://www.riteaid.com/locations/ca/los-angeles/1744-west-sixth-street.html,null,TRUE,FALSE,null,null,34.057411,-118.271515,,,,,,,,,,"Rite Aid 1744 W 6th St, Los Angeles, CA 90017",(213) 413-2458,,Pharmacy,NONE,NONE,NONE,NONE,TRUE,Other (Not Recommended),FALSE,FALSE,
99,Amazing Ted's Market,"1611 James M Wood Blvd, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.051192,-118.273484,,,,,,,,,,"Amazing Ted's Market 1611 James M Wood Blvd, Los Angeles, CA 90015",,,,,,,,FALSE,,FALSE,FALSE,
100,T & J Market,"1437 W 11th St, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.046893,-118.273061,,,,,,,,,,"T & J Market 1437 W 11th St, Los Angeles, CA 90015",,,Convenience Store,,,,,FALSE,,TRUE,FALSE,
101,Family Discount Store,"1727 W 7th St, Los Angeles, CA 90017",null,null,TRUE,FALSE,null,null,34.05489,-118.273055,,,,,,,,,,"Family Discount Store 1727 W 7th St, Los Angeles, CA 90017",,,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Dollar Store,FALSE,FALSE,
102,Nuevo Mundo Market,"1735 W 7th St, Los Angeles, CA 90017",null,null,TRUE,FALSE,null,null,34.055005,-118.273249,,,,,,,,,,"Nuevo Mundo Market 1735 W 7th St, Los Angeles, CA 90017",,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
103,Numero Uno Market,"1831 W 3rd St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.062427,-118.269398,,,,,,,,,,"Numero Uno Market 1831 W 3rd St, Los Angeles, CA 90057",,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
104,Angeles Bakery #3,"1833 W 6th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.058711,-118.271894,,,,,,,,,,"Angeles Bakery #3 1833 W 6th St, Los Angeles, CA 90057",,,Bakery,LOW,LOW,LOW,NONE,FALSE,,FALSE,FALSE,
105,Hanks Organic,"661 Imperial St, Los Angeles, CA 90021",null,null,TRUE,FALSE,null,null,34.036128,-118.231784,,,,,,,,,,"Hanks Organic 661 Imperial St, Los Angeles, CA 90021",,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
106,Green Circle Market,"1840 W 3rd St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.061659,-118.27015,,,,,,,,,,"Green Circle Market 1840 W 3rd St, Los Angeles, CA 90057",,,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Liquor Store,FALSE,FALSE,
107,Dollar Mas,"1500 E 1st St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.047213,-118.223926,,,,,,,,,,"Dollar Mas 1500 E 1st St, Los Angeles, CA 90033",,,Other,NONE,NONE,NONE,NONE,TRUE,Dollar Store,FALSE,FALSE,
108,Escamex Party Supplies Inc.,"941 S Birch St, Los Angeles, CA 90021",null,null,TRUE,FALSE,null,null,34.029914,-118.243793,,,,,,,,,,"Escamex Party Supplies Inc. 941 S Birch St, Los Angeles, CA 90021",,,Other,NONE,NONE,NONE,NONE,TRUE,Other (Not Recommended),FALSE,FALSE,
109,Plaza Del Centro,"1801 W 8th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.053748,-118.274703,,,,,,,,,,"Plaza Del Centro 1801 W 8th St, Los Angeles, CA 90057",,,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
110,Par Foods Distributors,"1610 E Olympic Blvd, Los Angeles, CA 90021",null,null,TRUE,FALSE,null,null,34.029564,-118.241744,,,,,,,,,,"Par Foods Distributors 1610 E Olympic Blvd, Los Angeles, CA 90021",,,Other,NONE,NONE,NONE,NONE,TRUE,Other (Not Recommended),FALSE,FALSE,
111,Metro Market,"1930 W 7th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.055676,-118.27541,,,,,,,,,,"Metro Market 1930 W 7th St, Los Angeles, CA 90057",,,Convenience Store,NONE,NONE,NONE,NONE,TRUE,Liquor Store,FALSE,FALSE,
112,Enjoy Bargain,"1901 W 8th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.054318,-118.275752,,,,,,,,,,"Enjoy Bargain 1901 W 8th St, Los Angeles, CA 90057",,,Grocery,LOW,LOW,LOW,LOW,TRUE,Dollar Store,FALSE,FALSE,
113,San Diego Market Partnership,"1131 S Union Ave, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.046912,-118.275799,,,,,,,,,,"San Diego Market Partnership 1131 S Union Ave, Los Angeles, CA 90015",,,Restaurant,NONE,LOW,HIGH,NONE,TRUE,Other (Not Recommended),FALSE,FALSE,restaurant with lots of ice cream
114,Cuatro Uno Market,"1820 James M Wood Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.052079,-118.276187,,,,,,,,,,"Cuatro Uno Market 1820 James M Wood Blvd, Los Angeles, CA 90006",,,DON'T INCLUDE,,,,,FALSE,,TRUE,FALSE,
115,Becerril Discount,"1517 W Pico Blvd, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.044384,-118.275662,,,,,,,,,,"Becerril Discount 1517 W Pico Blvd, Los Angeles, CA 90015",,,Convenience Store,LOW,LOW,LOW,LOW,FALSE,,FALSE,FALSE,
116,Stadium Wine & Beer #N/A,"1380 Sunset Blvd, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.073454,-118.251895,,,,,,,,,,"Stadium Wine & Beer #N/A 1380 Sunset Blvd, Los Angeles, CA 90026",,,DON'T INCLUDE,NONE,NONE,NONE,NONE,TRUE,Liquor Store,FALSE,FALSE,
117,"8th Street Bakery, Inc #1","1926 W 8th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.054138,-118.276539,,,,,,,,,,"8th Street Bakery, Inc #1 1926 W 8th St, Los Angeles, CA 90057",,,Bakery,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
118,San Andres Market,"1644 W 11th St, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.048164,-118.276713,,,,,,,,,,"San Andres Market 1644 W 11th St, Los Angeles, CA 90015",(213) 388-2073,,Grocery,LOW,LOW,LOW,LOW,FALSE,,FALSE,TRUE,
119,99 Cents Only Stores  #13,"1516 Pico Blvd, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.04385,-118.275639,,,,,,,,,,"99 Cents Only Stores  #13 1516 Pico Blvd, Los Angeles, CA 90015",,,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
120,La Superior Panaderia Tortilleria,"2001 W 8th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.054542,-118.276768,,,,,,,,,,"La Superior Panaderia Tortilleria 2001 W 8th St, Los Angeles, CA 90057",(213) 483-8800,,Bakery,NONE,NONE,LOW,LOW,FALSE,,FALSE,FALSE,
121,Leo Market,"1396 Sunset Blvd, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.073915,-118.252183,,,,,,,,,,"Leo Market 1396 Sunset Blvd, Los Angeles, CA 90026",(213) 482-9003,,Convenience Store,LOW,LOW,LOW,LOW,FALSE,,FALSE,FALSE,
122,Ranchos Market,"2009 W 8th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.054768,-118.277032,,,,,,,,,,"Ranchos Market 2009 W 8th St, Los Angeles, CA 90057",(213) 413-7055,,Grocery,LOW,LOW,HIGH,HIGH,FALSE,,FALSE,FALSE,
123,Target Store #T3393,"330 N Westlake Ave, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.06926,-118.266659,,,,,,,,,,"Target Store #T3393 330 N Westlake Ave, Los Angeles, CA 90026",(213) 513-3089,,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
124,Cuscatleca Bakery,"1566 W Pico Blvd, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.044158,-118.276498,,,,,,,,,,"Cuscatleca Bakery 1566 W Pico Blvd, Los Angeles, CA 90015",(213) 388-6615,,Bakery,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,https://www.youtube.com/watch?v=pecLpW5oRdw
125,D'Bongo Party Supplies Mini Market,"1925 W Temple St, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.069924,-118.265775,,,,,,,,,,"D'Bongo Party Supplies Mini Market 1925 W Temple St, Los Angeles, CA 90026",(213) 977-1012,,Other,NONE,NONE,NONE,NONE,TRUE,Other (Not Recommended),FALSE,FALSE,party store
126,Laguna Meat Market,"2125 W 6th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.060012,-118.275457,,,,,,,,,,"Laguna Meat Market 2125 W 6th St, Los Angeles, CA 90057",(213) 989-1612,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
127,Original La Adelita Food Company,"1287 S Union Ave, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.045256,-118.277217,,,,,,,,,,"Original La Adelita Food Company 1287 S Union Ave, Los Angeles, CA 90015",(213) 487-0176,,Bakery,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,RATS
128,"Just 99 Stores, Inc","756 S Alvarado St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.055051,-118.277563,,,,,,,,,,"Just 99 Stores, Inc 756 S Alvarado St, Los Angeles, CA 90057",(213) 353-9940,,Other,,,,,TRUE,Dollar Store,FALSE,FALSE,
129,Ocean Liqour,"760 S Alvarado St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.054944,-118.277633,,,,,,,,,,"Ocean Liqour 760 S Alvarado St, Los Angeles, CA 90057",(213) 483-7449,,Other,,,,,TRUE,Liquor Store,FALSE,FALSE,
130,Mother's Nutritional Center #232,"424 E Washington Blvd, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.028776,-118.260992,,,,,,,,,,"Mother's Nutritional Center #232 424 E Washington Blvd, Los Angeles, CA 90015",(323) 731-1212,,Grocery,HIGH,HIGH,NONE,NONE,FALSE,,FALSE,FALSE,
131,More 4 Less Mart Inc,"2104 W 7th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.056303,-118.277375,,,,,,,,,,"More 4 Less Mart Inc 2104 W 7th St, Los Angeles, CA 90057",(213) 384-8099,,Convenience Store,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
132,Baby's World Nutrition #2,"804 S Alvarado St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.054574,-118.277809,,,,,,,,,,"Baby's World Nutrition #2 804 S Alvarado St, Los Angeles, CA 90057",(213) 389-3698,,Grocery,HIGH,HIGH,HIGH,NONE,FALSE,,FALSE,FALSE,
133,99 Cents Only Stores  #62,"422 E Washington Blvd, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.028787,-118.261175,,,,,,,,,,"99 Cents Only Stores  #62 422 E Washington Blvd, Los Angeles, CA 90011",(213) 741-9995,,Grocery,HIGH,HIGH,HIGH,NONE,FALSE,,FALSE,FALSE,
134,Smart & Final #310,"1216 Compton Ave, Los Angeles, CA 90021",https://www.smartandfinal.com/store,null,TRUE,FALSE,null,null,34.027362,-118.241839,,,,,,,,,,"Smart & Final #310 1216 Compton Ave, Los Angeles, CA 90021",(213) 747-6697,,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
135,Lucky Wholesale,"1603 S Central Ave, Los Angeles, CA 90021",null,null,TRUE,FALSE,null,null,34.026416,-118.249236,,,,,,,,,,"Lucky Wholesale 1603 S Central Ave, Los Angeles, CA 90021",,,,,,,,FALSE,,FALSE,TRUE,
136,Rite Aid,"446 E Washington Blvd, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.028338,-118.260675,,,,,,,,,,"Rite Aid 446 E Washington Blvd, Los Angeles, CA 90015",,,Pharmacy,,,,,FALSE,,FALSE,FALSE,
137,Pico Gardens Market,"557 S Clarence St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.03927,-118.223282,,,,,,,,,,"Pico Gardens Market 557 S Clarence St, Los Angeles, CA 90033",,,Convenience Store,LOW,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
138,Imperial Poultry,"821 E Washington Blvd, Los Angeles, CA 90021",null,null,TRUE,FALSE,null,null,34.026338,-118.253645,,,,,,,,,,"Imperial Poultry 821 E Washington Blvd, Los Angeles, CA 90021",,,Meat,NONE,NONE,NONE,HIGH,FALSE,,FALSE,FALSE,
139,Alvarado Shell,"400 N Alvarado St, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.070424,-118.267531,,,,,,,,,,"Alvarado Shell 400 N Alvarado St, Los Angeles, CA 90026",,,,,,,,TRUE,Gas Station,FALSE,FALSE,
140,Guatemala Imports,"2214 W 7th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.057069,-118.278541,,,,,,,,,,"Guatemala Imports 2214 W 7th St, Los Angeles, CA 90057",,,Convenience Store,LOW,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
141,Rocket #0188,"1467 Sunset Blvd, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.075557,-118.25401,,,,,,,,,,"Rocket #0188 1467 Sunset Blvd, Los Angeles, CA 90026",,,,,,,,FALSE,Gas Station,FALSE,FALSE,
142,"Crescent Poultry, Inc.","1000 E Washington Blvd, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.024915,-118.252206,,,,,,,,,,"Crescent Poultry, Inc. 1000 E Washington Blvd, Los Angeles, CA 90011",,,Meat,NONE,NONE,NONE,HIGH,FALSE,,FALSE,FALSE,
143,La Adelita Food Company,"1000 E Washington Blvd, Los Angeles, CA 90011",https://www.laadelitafoodco.com/,null,TRUE,FALSE,null,null,34.024915,-118.252206,,,,,,,,,,"La Adelita Food Company 1000 E Washington Blvd, Los Angeles, CA 90011",(213) 487-0176,info@laadelitafoodco.com,Restaurant,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
144,Lily's Market,"1814 E 4th St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.042862,-118.218968,,,,,,,,,,"Lily's Market 1814 E 4th St, Los Angeles, CA 90033",(323) 747-1412,,Restaurant,,,,,FALSE,,FALSE,FALSE,
145,Adventist White Memorial Farmers Market,"1700 E Cesar E Chavez Ave, Los Angeles, CA 90033",https://adventisthealth.org/white-memorial/patient-resources/farmers-market/,null,TRUE,FALSE,null,null,34.050929,-118.217388,,,,,,,,,,"Adventist White Memorial Farmers Market 1700 E Cesar E Chavez Ave, Los Angeles, CA 90033",(323) 268-5000,,Farmer's Market,HIGH,HIGH,NONE,NONE,FALSE,,FALSE,FALSE,
146,Angela's Drive-In Dairy,"1869 E 1st St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.047022,-118.217335,,,,,,,,,,"Angela's Drive-In Dairy 1869 E 1st St, Los Angeles, CA 90033",,,,,,,,FALSE,,TRUE,FALSE,"The Asian owners accused my child of stealing candy and threatened to call the police when we didn't buy anything and left after checking inside to see what they had. He grabbed my child's hand and pockets and saw candy she got elsewhere and thought it was from their store. Of course, I argued back and they had to let us off. They had the audacity to scream at us for something so petty. If they checked their cameras, they would've found nothing.
"
147,La Soledad Bakery,"2400 W 7th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.057823,-118.280252,,,,,,,,,,"La Soledad Bakery 2400 W 7th St, Los Angeles, CA 90057",,,Bakery,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
148,Mr. Dollar,"2121 San Pedro St, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.025292,-118.259342,,,,,,,,,,"Mr. Dollar 2121 San Pedro St, Los Angeles, CA 90011",,,,,,,,FALSE,Dollar Store,TRUE,FALSE,
149,La Pulperia Catracha,"2400 W 7th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.057827,-118.280421,,,,,,,,,,"La Pulperia Catracha 2400 W 7th St, Los Angeles, CA 90057",,,,,,,,FALSE,,FALSE,FALSE,
150,Instacart.Com/Super-King,"777 S Mission Rd, Los Angeles, CA 90023",null,null,TRUE,FALSE,null,null,34.032218,-118.225615,,,,,,,,,,"Instacart.Com/Super-King 777 S Mission Rd, Los Angeles, CA 90023",,,,,,,,FALSE,Online Business,FALSE,FALSE,
151,Vaqueros Market Inc,"2228 Maple Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.026468,-118.263326,,,,,,,,,,"Vaqueros Market Inc 2228 Maple Ave, Los Angeles, CA 90011",,,Restaurant,,,,,FALSE,,FALSE,FALSE,
152,Adventist Health White Memorial Farmers' Market,"1720 East Cesar E Chavez Avenue, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.049285,-118.216702,,,,,,,,,,"Adventist Health White Memorial Farmers' Market 1720 East Cesar E Chavez Avenue, Los Angeles, CA 90033",,,DON'T INCLUDE,,,,,FALSE,,TRUE,FALSE,same as 145
153,Nueva Corona Market,"1913 E 1st St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.046585,-118.216798,,,,,,,,,,"Nueva Corona Market 1913 E 1st St, Los Angeles, CA 90033",,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
154,Los Patitos,"2010 W Pico Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.046587,-118.281668,,,,,,,,,,"Los Patitos 2010 W Pico Blvd, Los Angeles, CA 90006",,,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
155,Echo Park Fm - Sust Econ Enterp Of La,"1220 Logan St, Los Angeles, CA 90026",https://foodaccessla.org/echo-park,null,TRUE,TRUE,null,null,34.077113,-118.258398,,,,,,,,,,"Echo Park Fm - Sust Econ Enterp Of La 1220 Logan St, Los Angeles, CA 90026",,,Farmer's Market,HIGH,HIGH,NONE,NONE,FALSE,,FALSE,FALSE,
156,Northgate Market,"2323 W Olympic Blvd, Los Angeles, CA 90006",https://www.northgatemarket.com/,null,TRUE,FALSE,null,null,34.052734,-118.282536,,,,,,,,,,"Northgate Market 2323 W Olympic Blvd, Los Angeles, CA 90006",(213) 249-9173,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
157,Numero Uno Market,"2226 San Pedro St, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.02416,-118.259294,,,,,,,,,,"Numero Uno Market 2226 San Pedro St, Los Angeles, CA 90011",(213) 741-0778,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
158,Lassens Natural Foods & Vitamins #Ep,"1631 Sunset Blvd, Los Angeles, CA 90026",https://www.lassens.com/,null,TRUE,FALSE,null,null,34.077681,-118.25788,,,,,,,,,,"Lassens Natural Foods & Vitamins #Ep 1631 Sunset Blvd, Los Angeles, CA 90026",(805) 620-4850,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
159,Giant Dollar,"2300 W Olympic Blvd, Los Angeles, CA 90006",https://www.giantdollarstore.com/,null,TRUE,FALSE,null,null,34.051981,-118.282869,,,,,,,,,,"Giant Dollar 2300 W Olympic Blvd, Los Angeles, CA 90006",,,DON'T INCLUDE,,,,,FALSE,Dollar Store,FALSE,FALSE,
160,B&A Market,"1209 Venice Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.042597,-118.281471,,,,,,,,,,"B&A Market 1209 Venice Blvd, Los Angeles, CA 90006",,,DON'T INCLUDE,,,,,FALSE,,TRUE,FALSE,
161,Amigos Fresh Poultry,"1218 Venice Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.042469,-118.281441,,,,,,,,,,"Amigos Fresh Poultry 1218 Venice Blvd, Los Angeles, CA 90006",,,Meat,NONE,NONE,NONE,HIGH,FALSE,,FALSE,FALSE,
162,J & S Mini Market,"922 N Alvarado St, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.075983,-118.264014,,,,,,,,,,"J & S Mini Market 922 N Alvarado St, Los Angeles, CA 90026",,,DON'T INCLUDE,,,,,FALSE,,FALSE,TRUE,
163,Lanza Brothers Market,"1803 N Main St, Los Angeles, CA 90031",https://lanza-brothers-market.edan.io/,null,TRUE,FALSE,null,null,34.0669,-118.221264,,,,,,,,,,"Lanza Brothers Market 1803 N Main St, Los Angeles, CA 90031",3232258977,,Convenience Store,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
164,Superior Grocers,"2000 S Central Ave, Los Angeles, CA 90011",https://superiorgrocers.com/location/central-ave/?y_source=1_MTczNzIwODQtNzE1LWxvY2F0aW9uLndlYnNpdGU=,null,TRUE,FALSE,null,null,34.022411,-118.252037,,,,,,,,,,"Superior Grocers 2000 S Central Ave, Los Angeles, CA 90011",2137656069,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
165,4th & 5 Mart Inc. #39624a,"2005 E 4th St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.042901,-118.216243,,,,,,,,,,"4th & 5 Mart Inc. #39624a 2005 E 4th St, Los Angeles, CA 90033",,,DON'T INCLUDE,,,,,FALSE,Gas Station,FALSE,FALSE,
166,Henrys Market,"2101 Estrella Ave, Los Angeles, CA 90007",null,null,TRUE,FALSE,null,null,34.033103,-118.276129,,,,,,,,,,"Henrys Market 2101 Estrella Ave, Los Angeles, CA 90007",,,DON'T INCLUDE,,,,,FALSE,,TRUE,FALSE,
167,Bellamar Market,"2607 W 6th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.062307,-118.280572,,,,,,,,,,"Bellamar Market 2607 W 6th St, Los Angeles, CA 90057",,,DON'T INCLUDE,,,,,FALSE,,TRUE,FALSE,
168,Temple Seafood Market,"2422 W Temple St, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.071573,-118.272625,,,,,,,,,,"Temple Seafood Market 2422 W Temple St, Los Angeles, CA 90026",2133806688,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
169,Garibaldi Carniceria Y Mercado,"1051 W Washington Blvd, Los Angeles, CA 90015",null,null,TRUE,FALSE,null,null,34.038811,-118.280755,,,,,,,,,,"Garibaldi Carniceria Y Mercado 1051 W Washington Blvd, Los Angeles, CA 90015",2137499775,,Meat,NONE,NONE,NONE,HIGH,FALSE,,FALSE,FALSE,
170,Kaya Market,"2411 W Olympic Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.05268,-118.283792,,,,,,,,,,"Kaya Market 2411 W Olympic Blvd, Los Angeles, CA 90006",,,DON'T INCLUDE,,,,,FALSE,,TRUE,FALSE,
171,Big 6 Market,"550 S Rampart Blvd, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.062719,-118.280846,,,,,,,,,,"Big 6 Market 550 S Rampart Blvd, Los Angeles, CA 90057",2133780007,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
172,Dollar Store Drive,"1262 S Lake St, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.047582,-118.283844,,,,,,,,,,"Dollar Store Drive 1262 S Lake St, Los Angeles, CA 90006",,,Other,,,,,FALSE,Dollar Store,FALSE,FALSE,
