id,locationName,address,hasEBT,hasMarketMatch,rewards,coupons,position__lat,position__long,season_1_start,season_1_end,season_2_start,season_2_end,days,frequency,time_open,time_close,sylmarDistance,searchLink,phoneNumber,websiteURL,storeType,freshFruit,freshVegetables,freshDairy,unprocessedMeat,flagged,flagReason,noInfo,permanentlyClosed,comments
80,Ralph Grocery Company #10,"9750 Woodman Ave, Arleta, CA 91331",TRUE,FALSE,null,null,34.24819,-118.448137,,,,,,,,,6590,"Ralph Grocery Company #10 9750 Woodman Ave, Arleta, CA 91331",null,null,,,,,,FALSE,,FALSE,TRUE,
79,D & K Milk Palace,"11045 Glenoaks Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.270262,-118.408666,,,,,,,,,6674,"D & K Milk Palace 11045 Glenoaks Blvd, Pacoima, CA 91331",null,null,,,,,,FALSE,,FALSE,TRUE,
95,Rite Aid #5553,"10823 Zelzah Ave, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.266877,-118.52388,,,,,,,,,6697,"Rite Aid #5553 10823 Zelzah Ave, Granada Hills, CA 91344",(818) 360-8411,https://www.riteaid.com/locations/ca/granada-hills/10823-zelzah-avenue.html,Pharmacy,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
81,El Super,"9710 Woodman Ave, Arleta, CA 91331",TRUE,FALSE,null,null,34.247641,-118.445973,,,,,,,,,6705,"El Super 9710 Woodman Ave, Arleta, CA 91331",(562) 748-0221,https://elsupermarkets.com/store/arleta/,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
96,Sprouts Farmers Market #223,"10821 Zelzah Ave, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.266717,-118.524206,,,,,,,,,6732,"Sprouts Farmers Market #223 10821 Zelzah Ave, Granada Hills, CA 91344",(818) 366-0717,https://www.sprouts.com/store/ca/granada-hills/n-zelzah-ave/,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
100,Araz International Grocery Maeket,"10668 Zelzah Ave, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.264308,-118.523002,,,,,,,,,6822,"Araz International Grocery Maeket 10668 Zelzah Ave, Granada Hills, CA 91344",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
101,Supreme Butchery,"10654 Zelzah Ave, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.263886,-118.522988,,,,,,,,,6853,"Supreme Butchery 10654 Zelzah Ave, Granada Hills, CA 91344",null,null,Meat,NONE,LOW,NONE,HIGH,FALSE,,FALSE,FALSE,
104,Ralphs Grocery Co.,"18010 Chatsworth St, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.263236,-118.524165,,,,,,,,,6981,"Ralphs Grocery Co. 18010 Chatsworth St, Granada Hills, CA 91344",null,null,Grocery,HIGH,HIGH,HIGH,NONE,FALSE,,FALSE,FALSE,
82,"El Milagro Panaderia, Inc.","12040 Foothill Blvd, Sylmar, CA 91342",TRUE,FALSE,null,null,34.277003,-118.398921,,,,,,,,,7058,"El Milagro Panaderia, Inc. 12040 Foothill Blvd, Sylmar, CA 91342",null,null,Bakery,LOW,LOW,LOW,NONE,FALSE,,FALSE,FALSE,
86,"Lakeview Farm Market, Inc.","11924 Foothill Blvd, Sylmar, CA 91342",TRUE,FALSE,null,null,34.275214,-118.396839,,,,,,,,,7318,"Lakeview Farm Market, Inc. 11924 Foothill Blvd, Sylmar, CA 91342",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
87,Double Bargain,"11914 Foothill Blvd, Sylmar, CA 91342",TRUE,FALSE,null,null,34.274765,-118.396526,,,,,,,,,7367,"Double Bargain 11914 Foothill Blvd, Sylmar, CA 91342",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
88,Casa Food Mart,"11885 Foothill Blvd, Sylmar, CA 91342",TRUE,FALSE,null,null,34.274944,-118.394973,,,,,,,,,7485,"Casa Food Mart 11885 Foothill Blvd, Sylmar, CA 91342",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,this one is wild
90,Carniceria La Consentida Meat Market,"11840 Foothill Blvd, Sylmar, CA 91342",TRUE,FALSE,null,null,34.273597,-118.39507,,,,,,,,,7546,"Carniceria La Consentida Meat Market 11840 Foothill Blvd, Sylmar, CA 91342",null,null,Meat,NONE,NONE,LOW,HIGH,FALSE,,FALSE,FALSE,
98,Vallarta Supermarkets #8,"9136 Sepulveda Blvd, North Hills, CA 91343",TRUE,FALSE,null,null,34.236583,-118.466412,,,,,,,,,7632,"Vallarta Supermarkets #8 9136 Sepulveda Blvd, North Hills, CA 91343",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,Thursday 3–7:30 PM
91,Vallarta Supermarkets #18,"10175 San Fernando Rd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.254928,-118.410747,,,,,,,,,7660,"Vallarta Supermarkets #18 10175 San Fernando Rd, Pacoima, CA 91331",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
92,Superior Grocers,"9801 Laurel Canyon Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.247021,-118.421717,,,,,,,,,7729,"Superior Grocers 9801 Laurel Canyon Blvd, Pacoima, CA 91331",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
115,7 Kings Mini Market,"17646 Lassen St, Northridge, CA 91325",TRUE,FALSE,null,null,34.250033,-118.519487,,,,,,,,,7767,"7 Kings Mini Market 17646 Lassen St, Northridge, CA 91325",null,null,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Liquor Store,FALSE,FALSE,
103,Short Stop #23,"15400 Nordhoff St, North Hills, CA 91343",TRUE,FALSE,null,null,34.23525,-118.468146,,,,,,,,,7780,"Short Stop #23 15400 Nordhoff St, North Hills, CA 91343",null,null,Convenience Store,NONE,NONE,NONE,NONE,TRUE,Liquor Store,FALSE,FALSE,
106,Rocket #0167,"15712 Nordhoff St, North Hills, CA 91343",TRUE,FALSE,null,null,34.235253,-118.474535,,,,,,,,,7805,"Rocket #0167 15712 Nordhoff St, North Hills, CA 91343",null,null,Convenience Store,NONE,NONE,NONE,NONE,TRUE,Liquor Store,FALSE,FALSE,
94,California Deli Mini,"13205 Osborne St, Arleta, CA 91331",TRUE,FALSE,null,null,34.24657,-118.42092,,,,,,,,,7811,"California Deli Mini 13205 Osborne St, Arleta, CA 91331",null,null,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Liquor Store,FALSE,FALSE,
108,Valley Seafood & Poultry Market,"9023 Sepulveda Blvd, North Hills, CA 91343",TRUE,FALSE,null,null,34.234202,-118.468102,,,,,,,,,7897,"Valley Seafood & Poultry Market 9023 Sepulveda Blvd, North Hills, CA 91343",null,null,Meat,LOW,LOW,LOW,HIGH,FALSE,,FALSE,FALSE,
109,Toyin's African Market,"9005 Sepulveda Blvd, North Hills, CA 91343",TRUE,FALSE,null,null,34.234026,-118.467953,,,,,,,,,7916,"Toyin's African Market 9005 Sepulveda Blvd, North Hills, CA 91343",null,null,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Other (Not Recommended),FALSE,FALSE,
102,Genuine Energy Company Inc,"14525 Nordhoff St, Panorama City, CA 91402",TRUE,FALSE,null,null,34.235641,-118.449117,,,,,,,,,7923,"Genuine Energy Company Inc 14525 Nordhoff St, Panorama City, CA 91402",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
97,La Potosina Meat & Market,"13439 Osborne St, Arleta, CA 91331",TRUE,FALSE,null,null,34.242558,-118.426143,,,,,,,,,7946,"La Potosina Meat & Market 13439 Osborne St, Arleta, CA 91331",null,null,Meat,NONE,NONE,NONE,HIGH,FALSE,,FALSE,FALSE,
112,Seafood City Supermarket,"16130 Nordhoff St, North Hills, CA 91343",TRUE,FALSE,null,null,34.234832,-118.483877,,,,,,,,,7967,"Seafood City Supermarket 16130 Nordhoff St, North Hills, CA 91343",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
99,Target Store,"9725 Laurel Canyon Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.245145,-118.419397,,,,,,,,,8021,"Target Store 9725 Laurel Canyon Blvd, Pacoima, CA 91331",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
107,Walmart Neighborhood Market,"14530 Nordhoff St, Panorama City, CA 91402",TRUE,FALSE,null,null,34.234427,-118.44866,,,,,,,,,8064,"Walmart Neighborhood Market 14530 Nordhoff St, Panorama City, CA 91402",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
111,Panaderia Y Mercado La Fiesta,"8925 Sepulveda Blvd, North Hills, CA 91343",TRUE,FALSE,null,null,34.232344,-118.468193,,,,,,,,,8104,"Panaderia Y Mercado La Fiesta 8925 Sepulveda Blvd, North Hills, CA 91343",null,null,Bakery,LOW,NONE,LOW,NONE,FALSE,,FALSE,FALSE,
132,"Genuine Oil Company, Inc","18473 Devonshire St, Northridge, CA 91325",TRUE,FALSE,null,null,34.257667,-118.535756,,,,,,,,,8193,"Genuine Oil Company, Inc 18473 Devonshire St, Northridge, CA 91325",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
110,Power Dollar #100,"9077 Woodman Ave, Pacoima, CA 91331",TRUE,FALSE,null,null,34.234915,-118.440225,,,,,,,,,8215,"Power Dollar #100 9077 Woodman Ave, Pacoima, CA 91331",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,restaurant with lots of ice cream
105,Food 4 Less,"9635 Laurel Canyon Blvd, Arleta, CA 91331",TRUE,FALSE,null,null,34.243857,-118.417588,,,,,,,,,8233,"Food 4 Less 9635 Laurel Canyon Blvd, Arleta, CA 91331",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
133,Smart & Final #420,"18555 Devonshire St, Northridge, CA 91324",TRUE,FALSE,null,null,34.258399,-118.537805,,,,,,,,,8286,"Smart & Final #420 18555 Devonshire St, Northridge, CA 91324",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
136,Galleria Market/Northridge Lp,"10201 Reseda Blvd, Northridge, CA 91324",TRUE,FALSE,null,null,34.256108,-118.537244,,,,,,,,,8410,"Galleria Market/Northridge Lp 10201 Reseda Blvd, Northridge, CA 91324",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
113,Vallarta Supermarket,"9011 Woodman Ave, Arleta, CA 91331",TRUE,FALSE,null,null,34.233209,-118.439643,,,,,,,,,8413,"Vallarta Supermarket 9011 Woodman Ave, Arleta, CA 91331",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
125,Albertsons,"9022 Balboa Blvd, Northridge, CA 91325",TRUE,FALSE,null,null,34.234443,-118.50145,,,,,,,,,8460,"Albertsons 9022 Balboa Blvd, Northridge, CA 91325",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
116,99 Cents Only Store #227,"8723 Sepulveda Blvd, North Hills, CA 91343",TRUE,FALSE,null,null,34.229077,-118.468969,,,,,,,,,8468,"99 Cents Only Store #227 8723 Sepulveda Blvd, North Hills, CA 91343",null,null,Convenience Store,LOW,LOW,LOW,NONE,TRUE,Dollar Store,FALSE,FALSE,
117,Kumar & Narang Genl #None,"15331 Parthenia St, North Hills, CA 91343",TRUE,FALSE,null,null,34.228488,-118.46665,,,,,,,,,8533,"Kumar & Narang Genl #None 15331 Parthenia St, North Hills, CA 91343",null,null,Convenience Store,LOW,LOW,LOW,NONE,FALSE,,FALSE,FALSE,
128,Target Store,"8999 Balboa Blvd, Northridge, CA 91325",TRUE,FALSE,null,null,34.234435,-118.503519,,,,,,,,,8533,"Target Store 8999 Balboa Blvd, Northridge, CA 91325",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
119,Nutritional Food 2,"15320 Parthenia St, North Hills, CA 91343",TRUE,FALSE,null,null,34.228084,-118.466147,,,,,,,,,8579,"Nutritional Food 2 15320 Parthenia St, North Hills, CA 91343",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
118,Mercado El Rey 5,"15256 Parthenia St, North Hills, CA 91343",TRUE,FALSE,null,null,34.228089,-118.46529,,,,,,,,,8580,"Mercado El Rey 5 15256 Parthenia St, North Hills, CA 91343",null,null,Convenience Store,NONE,NONE,NONE,NONE,TRUE,Liquor Store,FALSE,FALSE,
120,Ace Market Inc.,"14696 Parthenia St, Panorama City, CA 91402",TRUE,FALSE,null,null,34.227906,-118.453433,,,,,,,,,8697,"Ace Market Inc. 14696 Parthenia St, Panorama City, CA 91402",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,https://www.youtube.com/watch?v=pecLpW5oRdw
121,Amir Happy Nutrition #1,"14712 Parthenia St, Panorama City, CA 91402",TRUE,FALSE,null,null,34.227682,-118.454152,,,,,,,,,8712,"Amir Happy Nutrition #1 14712 Parthenia St, Panorama City, CA 91402",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,party store
122,Smiley's Market,"14712 Parthenia St, Panorama City, CA 91402",TRUE,FALSE,null,null,34.227682,-118.454152,,,,,,,,,8712,"Smiley's Market 14712 Parthenia St, Panorama City, CA 91402",null,null,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Liquor Store,FALSE,FALSE,
114,One Stop Mini Mart,"12906 Branford St, Pacoima, CA 91331",TRUE,FALSE,null,null,34.240529,-118.413332,,,,,,,,,8760,"One Stop Mini Mart 12906 Branford St, Pacoima, CA 91331",null,null,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Liquor Store,FALSE,FALSE,RATS
148,Amazon Northridge,"19340 Rinaldi St, Northridge, CA 91326",TRUE,FALSE,null,null,34.273457,-118.554959,,,,,,,,,8767,"Amazon Northridge 19340 Rinaldi St, Northridge, CA 91326",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
130,Food 4 Less,"16208 Parthenia St, North Hills, CA 91343",TRUE,FALSE,null,null,34.227611,-118.485849,,,,,,,,,8790,"Food 4 Less 16208 Parthenia St, North Hills, CA 91343",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
123,Tapalchulteca,"8640 Van Nuys Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.227179,-118.449627,,,,,,,,,8836,"Tapalchulteca 8640 Van Nuys Blvd, Panorama City, CA 91402",null,null,Bakery,LOW,NONE,LOW,NONE,FALSE,,FALSE,FALSE,
124,El Super,"14620 Parthenia St, Panorama City, CA 91402",TRUE,FALSE,null,null,34.226223,-118.450835,,,,,,,,,8921,"El Super 14620 Parthenia St, Panorama City, CA 91402",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
126,Food 4 Less,"8530 Tobias Ave, Panorama City, CA 91402",TRUE,FALSE,null,null,34.225655,-118.450954,,,,,,,,,8981,"Food 4 Less 8530 Tobias Ave, Panorama City, CA 91402",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
127,Mother's Nutritional Center #450,"8530 Van Nuys Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.225638,-118.448699,,,,,,,,,9021,"Mother's Nutritional Center #450 8530 Van Nuys Blvd, Panorama City, CA 91402",null,null,Convenience Store,LOW,LOW,LOW,NONE,FALSE,,FALSE,FALSE,
143,Matador Mercado - Student Housing #2,"18111 Nordhoff St, Northridge, CA 91325",TRUE,FALSE,null,null,34.240067,-118.526205,,,,,,,,,9025,"Matador Mercado - Student Housing #2 18111 Nordhoff St, Northridge, CA 91325",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
145,Cal State Northridge Cfm,"18111 Nordhoff St, Northridge, CA 91325",TRUE,FALSE,null,null,34.239916,-118.526252,,,,,,,,,9041,"Cal State Northridge Cfm 18111 Nordhoff St, Northridge, CA 91325",null,null,Farmer's Market,,,,,FALSE,,FALSE,FALSE,
146,Matador Mercado Mbc,"18111 Nordhoff St, Northridge, CA 91325",TRUE,FALSE,null,null,34.239916,-118.526252,,,,,,,,,9041,"Matador Mercado Mbc 18111 Nordhoff St, Northridge, CA 91325",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
139,Nick's Enterprises Northridge Inc.,"8700 Balboa Blvd, Northridge, CA 91325",TRUE,FALSE,null,null,34.228875,-118.502172,,,,,,,,,9063,"Nick's Enterprises Northridge Inc. 8700 Balboa Blvd, Northridge, CA 91325",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
149,Copacabana Market,"9643 Reseda Blvd, Northridge, CA 91324",TRUE,FALSE,null,null,34.24584,-118.5363,,,,,,,,,9133,"Copacabana Market 9643 Reseda Blvd, Northridge, CA 91324",null,null,,,,,,FALSE,,FALSE,FALSE,
587,CSUN Farmers' Market,"18111 Nordhoff St, Northridge, 91330",FALSE,TRUE,null,null,34.239499,-118.527708,Year Round,null,null,null,Tuesday,Tuesday (CLOSED - PLAN TO REOPEN FALL 2021),10:00:00,14:00:00,9158,"CSUN Farmers' Market 18111 Nordhoff St, Northridge, 91330",null,null,,,,,,FALSE,,FALSE,FALSE,
129,La Plaza Meat Market,"13864 Chase St, Panorama City, CA 91402",TRUE,FALSE,null,null,34.227157,-118.435245,,,,,,,,,9180,"La Plaza Meat Market 13864 Chase St, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
131,99 Cents Only Stores  #42,"8625 Woodman Ave, Arleta, CA 91331",TRUE,FALSE,null,null,34.226962,-118.434291,,,,,,,,,9229,"99 Cents Only Stores  #42 8625 Woodman Ave, Arleta, CA 91331",null,null,,,,,,FALSE,,FALSE,FALSE,
135,Tres Hermanos Market,"15021 Roscoe Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.221739,-118.460155,,,,,,,,,9310,"Tres Hermanos Market 15021 Roscoe Blvd, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
134,Walmart Supercenter,"8333 Van Nuys Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.222656,-118.449504,,,,,,,,,9333,"Walmart Supercenter 8333 Van Nuys Blvd, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
153,Rite Aid,"18444 Plummer St, Northridge, CA 91325",TRUE,FALSE,null,null,34.242378,-118.535013,,,,,,,,,9336,"Rite Aid 18444 Plummer St, Northridge, CA 91325",null,null,,,,,,FALSE,,FALSE,FALSE,
138,El Progreso Supermarket #4,"8257 Sepulveda Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.22116,-118.46831,,,,,,,,,9349,"El Progreso Supermarket #4 8257 Sepulveda Blvd, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
141,G&M #150,"15710 Roscoe Blvd, Van Nuys, CA 91406",TRUE,FALSE,null,null,34.221013,-118.474603,,,,,,,,,9386,"G&M #150 15710 Roscoe Blvd, Van Nuys, CA 91406",null,null,,,,,,FALSE,,FALSE,FALSE,"The Asian owners accused my child of stealing candy and threatened to call the police when we didn't buy anything and left after checking inside to see what they had. He grabbed my child's hand and pockets and saw candy she got elsewhere and thought it was from their store. Of course, I argued back and they had to let us off. They had the audacity to scream at us for something so petty. If they checked their cameras, they would've found nothing.
"
158,Ralphs Fresh Fare,"19781 Rinaldi St, Northridge, CA 91326",TRUE,FALSE,null,null,34.276223,-118.563566,,,,,,,,,9387,"Ralphs Fresh Fare 19781 Rinaldi St, Northridge, CA 91326",null,null,,,,,,FALSE,,FALSE,FALSE,
137,Aldi #79087,"14626 Roscoe Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.22149,-118.450938,,,,,,,,,9438,"Aldi #79087 14626 Roscoe Blvd, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
140,Power Dollar #200,"8226 Van Nuys Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.220736,-118.448484,,,,,,,,,9560,"Power Dollar #200 8226 Van Nuys Blvd, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
163,Walmart,"19821 Rinaldi St, Porter Ranch, CA 91326",TRUE,FALSE,null,null,34.277623,-118.566849,,,,,,,,,9620,"Walmart 19821 Rinaldi St, Porter Ranch, CA 91326",null,null,,,,,,FALSE,,FALSE,FALSE,
174,Dollar Downtown Store Plus,"24259 Main St, Santa Clarita, CA 91321",TRUE,FALSE,null,null,34.377948,-118.527586,,,,,,,,,9798,"Dollar Downtown Store Plus 24259 Main St, Santa Clarita, CA 91321",null,null,,,,,,FALSE,,FALSE,FALSE,
142,Rocket #152,"13737 Roscoe Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.222049,-118.432434,,,,,,,,,9802,"Rocket #152 13737 Roscoe Blvd, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,same as 145
144,"Genuine Petroleum Company, Inc","13605 Roscoe Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.221941,-118.429111,,,,,,,,,9918,"Genuine Petroleum Company, Inc 13605 Roscoe Blvd, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
147,Seafood City Supermarket,"8231 Woodman Ave, Van Nuys, CA 91402",TRUE,FALSE,null,null,34.220369,-118.433255,,,,,,,,,9954,"Seafood City Supermarket 8231 Woodman Ave, Van Nuys, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
171,Target Store,"19105 Golden Valley Rd, Canyon Country, CA 91387",TRUE,FALSE,null,null,34.394577,-118.464739,,,,,,,,,9960,"Target Store 19105 Golden Valley Rd, Canyon Country, CA 91387",null,null,,,,,,FALSE,,FALSE,FALSE,
170,Dollartree #8640,"19031 Golden Valley Rd, Santa Clarita, CA 91387",TRUE,FALSE,null,null,34.394569,-118.461084,,,,,,,,,9974,"Dollartree #8640 19031 Golden Valley Rd, Santa Clarita, CA 91387",null,null,,,,,,FALSE,,FALSE,FALSE,
160,Vons,"9119 Reseda Blvd, Northridge, CA 91324",TRUE,FALSE,null,null,34.235955,-118.537756,,,,,,,,,10043,"Vons 9119 Reseda Blvd, Northridge, CA 91324",null,null,,,,,,FALSE,,FALSE,FALSE,
151,Los Vecinos Market,"14539 Blythe St, Panorama City, CA 91402",TRUE,FALSE,null,null,34.215532,-118.450018,,,,,,,,,10107,"Los Vecinos Market 14539 Blythe St, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
152,Short Stop#27,"7929 Van Nuys Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.215047,-118.44906,,,,,,,,,10174,"Short Stop#27 7929 Van Nuys Blvd, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
0,Kaiser Permanente Panorama City CFM,"13652 Cantara St, Panorama City, CA 91402",TRUE,TRUE,null,null,34.21879,-118.430056,Year Round,null,null,null,Wednesday,null,9:00:00,13:30:00,10217,"Kaiser Permanente Panorama City CFM 13652 Cantara St, Panorama City, CA 91402",null,http://www.sfma.net/,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
164,India Sweets & Grocery,"18110 Parthenia St, Northridge, CA 91325",TRUE,FALSE,null,null,34.227934,-118.528315,,,,,,,,,10245,"India Sweets & Grocery 18110 Parthenia St, Northridge, CA 91325",null,null,Grocery,HIGH,HIGH,HIGH,LOW,FALSE,,FALSE,FALSE,
1,Old Town Newhall,"24500 Main St, Santa Clarita, CA 91321",TRUE,TRUE,null,null,34.381616,-118.530276,Year Round,null,null,null,Saturday,null,8:30:00,13:00:00,10279,"Old Town Newhall 24500 Main St, Santa Clarita, CA 91321",null,https://www.facebook.com/OldTownNewhallFarmersMarket/,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
154,Van Nuys Live & Fresh Poultry,"14547 Arminta St, Van Nuys, CA 91402",TRUE,FALSE,null,null,34.213903,-118.45049,,,,,,,,,10279,"Van Nuys Live & Fresh Poultry 14547 Arminta St, Van Nuys, CA 91402",null,null,Meat,NONE,NONE,LOW,HIGH,FALSE,,FALSE,FALSE,
155,Target Store,"14920 Raymer St, Van Nuys, CA 91405",TRUE,FALSE,null,null,34.212778,-118.459339,,,,,,,,,10310,"Target Store 14920 Raymer St, Van Nuys, CA 91405",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
195,Lyons 76,"22917 Lyons Ave, Santa Clarita, CA 91321",TRUE,FALSE,null,null,34.380536,-118.533674,,,,,,,,,10355,"Lyons 76 22917 Lyons Ave, Santa Clarita, CA 91321",null,null,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
150,Stallion Market,"10150 Stonehurst Ave, Sun Valley, CA 91352",TRUE,FALSE,null,null,34.254816,-118.372902,,,,,,,,,10363,"Stallion Market 10150 Stonehurst Ave, Sun Valley, CA 91352",null,null,,,,,,FALSE,,FALSE,FALSE,
157,Smart & Final #349,"7815 Van Nuys Blvd, Panorama City, CA 91402",TRUE,FALSE,null,null,34.212832,-118.449933,,,,,,,,,10405,"Smart & Final #349 7815 Van Nuys Blvd, Panorama City, CA 91402",null,null,,,,,,FALSE,,FALSE,FALSE,
184,Friendly Market Inc,"26364 Sierra Hwy, Santa Clarita, CA 91321",TRUE,FALSE,null,null,34.3991,-118.473942,,,,,,,,,10476,"Friendly Market Inc 26364 Sierra Hwy, Santa Clarita, CA 91321",null,null,,,,,,FALSE,,FALSE,FALSE,
167,Aghapy Mart,"8254 White Oak Ave, Northridge, CA 91325",TRUE,FALSE,null,null,34.220509,-118.518294,,,,,,,,,10508,"Aghapy Mart 8254 White Oak Ave, Northridge, CA 91325",null,null,,,,,,FALSE,,FALSE,FALSE,
204,Newhall Market,"24617 Arch St, Santa Clarita, CA 91321",TRUE,FALSE,null,null,34.384661,-118.52931,,,,,,,,,10509,"Newhall Market 24617 Arch St, Santa Clarita, CA 91321",null,null,,,,,,FALSE,,FALSE,FALSE,
190,Friendly Valley Am/Pm,"26409 Sierra Hwy, Santa Clarita, CA 91321",TRUE,FALSE,null,null,34.400127,-118.473737,,,,,,,,,10589,"Friendly Valley Am/Pm 26409 Sierra Hwy, Santa Clarita, CA 91321",null,null,,,,,,FALSE,,FALSE,FALSE,
156,Pratunum Market,"8236 Coldwater Canyon Ave, North Hollywood, CA 91605",TRUE,FALSE,null,null,34.220848,-118.414077,,,,,,,,,10601,"Pratunum Market 8236 Coldwater Canyon Ave, North Hollywood, CA 91605",null,null,,,,,,FALSE,,FALSE,FALSE,
173,Bombay Spiceland,"8650 Reseda Blvd, Northridge, CA 91324",TRUE,FALSE,null,null,34.227698,-118.535635,,,,,,,,,10648,"Bombay Spiceland 8650 Reseda Blvd, Northridge, CA 91324",null,null,,,,,,FALSE,,FALSE,FALSE,
162,Sepulveda & Saticoy Inc #42799,"7557 Sepulveda Blvd, Van Nuys, CA 91405",TRUE,FALSE,null,null,34.208137,-118.466482,,,,,,,,,10799,"Sepulveda & Saticoy Inc #42799 7557 Sepulveda Blvd, Van Nuys, CA 91405",null,null,,,,,,FALSE,,FALSE,FALSE,
230,Aldi #79108,"24860 Orchard Village Rd, Santa Clarita, CA 91355",TRUE,FALSE,null,null,34.381724,-118.540469,,,,,,,,,10837,"Aldi #79108 24860 Orchard Village Rd, Santa Clarita, CA 91355",null,null,,,,,,FALSE,,FALSE,FALSE,
